,productivity,utility,coverage,harmonic_mean
celkem 10000,0.3,0.2,0.0013,0.0026
je oteplování,0.3,0.2,0.0013,0.0026
tanková bitva,0.3,0.2,0.0013,0.0026
v Havířově,0.3,0.2,0.0013,0.0026
celkem 12,0.3,0.2,0.0013,0.0026
dětskému parlamentu,0.3,0.2,0.0013,0.0026
celkové částky,0.3,0.2,0.0013,0.0026
hrozí poškození,0.3,0.2,0.0013,0.0026
je nevinný,0.3,0.2,0.0013,0.0026
ve funkci,0.3,0.2,0.0013,0.0026
dolní komora,0.3,0.2,0.0013,0.0026
jejímž autorem,0.3,0.2,0.0013,0.0026
do egyptského,0.3,0.2,0.0013,0.0026
do energetického,0.3,0.2,0.0013,0.0026
dispozici pouze,0.3,0.2,0.0013,0.0026
byla nejúspěšnější,0.3,0.2,0.0013,0.0026
uhelná společnost,0.3,0.2,0.0013,0.0026
jejich válečnými,0.3,0.2,0.0013,0.0026
vedení ČEZu,0.3,0.2,0.0013,0.0026
udržují více,0.3,0.2,0.0013,0.0026
vedení země,0.3,0.2,0.0013,0.0026
hospodářství nefunguje,0.3,0.2,0.0013,0.0026
svůj maďarský,0.3,0.2,0.0013,0.0026
jeho sochy,0.3,0.2,0.0013,0.0026
jeho opětovnou,0.3,0.2,0.0013,0.0026
v Bagdádu,0.3,0.2,0.0013,0.0026
symbolický trest,0.3,0.2,0.0013,0.0026
byli osvobozeni,0.3,0.2,0.0013,0.0026
byli ukradeni,0.3,0.2,0.0013,0.0026
ve výzkumném,0.3,0.2,0.0013,0.0026
filmařů má,0.3,0.2,0.0013,0.0026
ve svobodném,0.3,0.2,0.0013,0.0026
"synagogu, byl",0.3,0.2,0.0013,0.0026
do bučovického,0.3,0.2,0.0013,0.0026
tlak na,0.3,0.2,0.0013,0.0026
v Opavě,0.3,0.2,0.0013,0.0026
už šedesátých,0.3,0.2,0.0013,0.0026
též gobelíny,0.3,0.2,0.0013,0.0026
celém světě,0.3,0.2,0.0013,0.0026
hudební ocenění,0.3,0.2,0.0013,0.0026
i nepřímé,0.3,0.2,0.0013,0.0026
další boje,0.3,0.2,0.0013,0.0026
"tvrdí, že",0.3,0.2,0.0013,0.0026
je dolní,0.3,0.2,0.0013,0.0026
darovali do,0.3,0.2,0.0013,0.0026
v pátek,0.3,0.2,0.0013,0.0026
de Chile,0.3,0.2,0.0013,0.0026
energetického odvětví,0.3,0.2,0.0013,0.0026
demonstrovali praktičtí,0.3,0.2,0.0013,0.0026
v letošních,0.3,0.2,0.0013,0.0026
v majetku,0.3,0.2,0.0013,0.0026
den významného,0.3,0.2,0.0013,0.0026
informační středisko,0.3,0.2,0.0013,0.0026
je naplánováno,0.3,0.2,0.0013,0.0026
divadla v,0.3,0.2,0.0013,0.0026
egyptského vězení,0.3,0.2,0.0013,0.0026
deseti amerických,0.3,0.2,0.0013,0.0026
divadel pokračovala,0.3,0.2,0.0013,0.0026
je cizím,0.3,0.2,0.0013,0.0026
je Patrice,0.3,0.2,0.0013,0.0026
v nejnižší,0.3,0.2,0.0013,0.0026
je Kolumbie,0.3,0.2,0.0013,0.0026
důkazy o,0.3,0.2,0.0013,0.0026
disident Chepe,0.3,0.2,0.0013,0.0026
disponovat celkem,0.3,0.2,0.0013,0.0026
"církve, která",0.3,0.2,0.0013,0.0026
církevní památku,0.3,0.2,0.0013,0.0026
etické zásady,0.3,0.2,0.0013,0.0026
cílem zabránit,0.3,0.2,0.0013,0.0026
cen ve,0.3,0.2,0.0013,0.0026
cena udělena,0.3,0.2,0.0013,0.0026
je na,0.3,0.2,0.0013,0.0026
centru Univerzity,0.3,0.2,0.0013,0.0026
je městské,0.3,0.2,0.0013,0.0026
dny předem,0.3,0.2,0.0013,0.0026
v čele,0.3,0.2,0.0013,0.0026
je méně,0.3,0.2,0.0013,0.0026
chce se,0.3,0.2,0.0013,0.0026
v Ázerbajdžánu,0.3,0.2,0.0013,0.0026
chystají na,0.3,0.2,0.0013,0.0026
techniky na,0.3,0.2,0.0013,0.0026
dětí a,0.3,0.2,0.0013,0.0026
vrátilo Německu,0.3,0.2,0.0013,0.0026
je hlavním,0.3,0.2,0.0013,0.0026
v Johannesburgu,0.3,0.2,0.0013,0.0026
v zemi,0.3,0.2,0.0013,0.0026
technologických zařízení,0.3,0.2,0.0013,0.0026
chátrat kapli,0.3,0.2,0.0013,0.0026
dnes dopadl,0.3,0.2,0.0013,0.0026
cizím agentem,0.3,0.2,0.0013,0.0026
v Kolumbii,0.3,0.2,0.0013,0.0026
je Havana,0.3,0.2,0.0013,0.0026
ukládat vysoké,0.3,0.2,0.0013,0.0026
byla francouzská,0.3,0.2,0.0013,0.0026
ukradeni kaloni,0.3,0.2,0.0013,0.0026
firmu Bühler,0.3,0.2,0.0013,0.0026
francouzská cena,0.3,0.2,0.0013,0.0026
uskutečnil vojenský,0.3,0.2,0.0013,0.0026
gobelínová manufaktura,0.3,0.2,0.0013,0.0026
v Saúdské,0.3,0.2,0.0013,0.0026
bezpečnosti OSN,0.3,0.2,0.0013,0.0026
k dostání,0.3,0.2,0.0013,0.0026
bitvu z,0.3,0.2,0.0013,0.0026
vojsky Varšavské,0.3,0.2,0.0013,0.0026
gobelíny ze,0.3,0.2,0.0013,0.0026
bitvě všichni,0.3,0.2,0.0013,0.0026
k dispozici,0.3,0.2,0.0013,0.0026
"vojenský převrat,",0.3,0.2,0.0013,0.0026
dodává své,0.3,0.2,0.0013,0.0026
vojenské techniky,0.3,0.2,0.0013,0.0026
jsou zastánci,0.3,0.2,0.0013,0.0026
blížícímu se,0.3,0.2,0.0013,0.0026
boje na,0.3,0.2,0.0013,0.0026
bojkotu nizozemské,0.3,0.2,0.0013,0.0026
utkání v,0.3,0.2,0.0013,0.0026
v Třebíči,0.3,0.2,0.0013,0.0026
bojových vozidel,0.3,0.2,0.0013,0.0026
jsou panely,0.3,0.2,0.0013,0.0026
bojuje s,0.3,0.2,0.0013,0.0026
jsou lístky,0.3,0.2,0.0013,0.0026
byla bezdětná,0.3,0.2,0.0013,0.0026
dohodli na,0.3,0.2,0.0013,0.0026
"autorádií, navigační",0.3,0.2,0.0013,0.0026
"dohody, která",0.3,0.2,0.0013,0.0026
freonů se,0.3,0.2,0.0013,0.0026
k roku,0.3,0.2,0.0013,0.0026
amerických protiraketových,0.3,0.2,0.0013,0.0026
dohodě s,0.3,0.2,0.0013,0.0026
k příležitosti,0.3,0.2,0.0013,0.0026
generálního tajemníka,0.3,0.2,0.0013,0.0026
galerií bude,0.3,0.2,0.0013,0.0026
vozů skončila,0.3,0.2,0.0013,0.0026
umístění deseti,0.3,0.2,0.0013,0.0026
funkci ústavního,0.3,0.2,0.0013,0.0026
armády spojencům,0.3,0.2,0.0013,0.0026
surově zakročili,0.3,0.2,0.0013,0.0026
armádě stále,0.3,0.2,0.0013,0.0026
k latinskoamerickému,0.3,0.2,0.0013,0.0026
"domnívá, že",0.3,0.2,0.0013,0.0026
k ochraně,0.3,0.2,0.0013,0.0026
volebních průzkumů,0.3,0.2,0.0013,0.0026
volbách v,0.3,0.2,0.0013,0.0026
audiovizuálních instalací,0.3,0.2,0.0013,0.0026
volat zdravotnickou,0.3,0.2,0.0013,0.0026
trest 100.000,0.3,0.2,0.0013,0.0026
automobilech a,0.3,0.2,0.0013,0.0026
k likvidaci,0.3,0.2,0.0013,0.0026
autorem bude,0.3,0.2,0.0013,0.0026
tradičně pořádá,0.3,0.2,0.0013,0.0026
halu za,0.3,0.2,0.0013,0.0026
bratrstva do,0.3,0.2,0.0013,0.0026
vodním hospodářství,0.3,0.2,0.0013,0.0026
v Plzni,0.3,0.2,0.0013,0.0026
svobodném prostředí,0.3,0.2,0.0013,0.0026
dotace z,0.3,0.2,0.0013,0.0026
vlakového nádraží,0.3,0.2,0.0013,0.0026
visí portrét,0.3,0.2,0.0013,0.0026
bučovického zámku,0.3,0.2,0.0013,0.0026
ukrajinského exministra,0.3,0.2,0.0013,0.0026
by muslimové,0.3,0.2,0.0013,0.0026
v době,0.3,0.2,0.0013,0.0026
by měla,0.3,0.2,0.0013,0.0026
"hlasovat 27,7",0.3,0.2,0.0013,0.0026
v Poděbradech,0.3,0.2,0.0013,0.0026
byl 8,0.3,0.2,0.0013,0.0026
dostání tři,0.3,0.2,0.0013,0.0026
byl Jan,0.3,0.2,0.0013,0.0026
byl Vladimír,0.3,0.2,0.0013,0.0026
trest Ivaščenka,0.3,0.2,0.0013,0.0026
dramatizace pohádky,0.3,0.2,0.0013,0.0026
filmů čtyři,0.3,0.2,0.0013,0.0026
velvyslanec řekl,0.3,0.2,0.0013,0.0026
světovou metropolí,0.3,0.2,0.0013,0.0026
do vězení,0.3,0.2,0.0013,0.0026
do rozpočtu,0.3,0.2,0.0013,0.0026
filmy v,0.3,0.2,0.0013,0.0026
trest ukrajinského,0.3,0.2,0.0013,0.0026
době druhé,0.3,0.2,0.0013,0.0026
je Jan,0.3,0.2,0.0013,0.0026
vláda se,0.3,0.2,0.0013,0.0026
v Rakousku,0.3,0.2,0.0013,0.0026
bratrstva zemřelo,0.3,0.2,0.0013,0.0026
britské armády,0.3,0.2,0.0013,0.0026
firmu Agrofert,0.3,0.2,0.0013,0.0026
v USA,0.3,0.2,0.0013,0.0026
britského skladu,0.3,0.2,0.0013,0.0026
bránit se,0.3,0.2,0.0013,0.0026
dopadl úspěšně,0.3,0.2,0.0013,0.0026
uzavřely novou,0.3,0.2,0.0013,0.0026
vláda znemožňuje,0.3,0.2,0.0013,0.0026
bude otevřena,0.3,0.2,0.0013,0.0026
bude kandidovat,0.3,0.2,0.0013,0.0026
tradici už,0.3,0.2,0.0013,0.0026
v automobilech,0.3,0.2,0.0013,0.0026
bude pro,0.3,0.2,0.0013,0.0026
již není,0.3,0.2,0.0013,0.0026
"v Praze,",0.3,0.2,0.0013,0.0026
finančník Raffaelo,0.3,0.2,0.0013,0.0026
bude potřeba,0.3,0.2,0.0013,0.0026
své výrobky,0.3,0.2,0.0013,0.0026
evropských fondů,0.2,0.1333,0.0013,0.0025
věku 75,0.2,0.1333,0.0013,0.0025
že čerpání,0.2,0.1333,0.0013,0.0025
čerpání z,0.2,0.1333,0.0013,0.0025
západní Evropě,0.2,0.1333,0.0013,0.0025
"jednání uvedl,",0.2,0.1333,0.0013,0.0025
na jednání,0.2,0.1333,0.0013,0.0025
z evropských,0.2,0.1333,0.0013,0.0025
75 let,0.2,0.1333,0.0013,0.0025
Britský vědec,0.2,0.1333,0.0013,0.0025
metanolem 23,0.2,0.1333,0.0013,0.0025
televizní pořad,0.15,0.0833,0.0013,0.0025
zprávu Irák,0.15,0.0833,0.0013,0.0025
Burešová už,0.15,0.0833,0.0013,0.0025
Irák souhlasí,0.15,0.0833,0.0013,0.0025
pořad Kalendárium,0.15,0.0833,0.0013,0.0025
už více,0.15,0.0833,0.0013,0.0025
z 24,0.15,0.0833,0.0013,0.0025
bude jednodušší,0.15,0.0833,0.0013,0.0025
zúčastnil summitu,0.2,0.1333,0.0009,0.0017
součást kampaně,0.2,0.1333,0.0009,0.0017
psychoanalýzy bude,0.2,0.1333,0.0009,0.0017
Írán je,0.2,0.1333,0.0009,0.0017
zůstat v,0.2,0.1333,0.0009,0.0017
současnosti se,0.2,0.1333,0.0009,0.0017
zúčastní mistrovství,0.2,0.1333,0.0009,0.0017
spořitelny je,0.2,0.1333,0.0009,0.0017
zúčastnilo přes,0.2,0.1333,0.0009,0.0017
provozuje továrnu,0.2,0.1333,0.0009,0.0017
před globálními,0.2,0.1333,0.0009,0.0017
ukrajinskou armádu,0.2,0.1333,0.0009,0.0017
ukrajinský vojenský,0.2,0.1333,0.0009,0.0017
předešlé aktivitě,0.2,0.1333,0.0009,0.0017
umožní švýcarské,0.2,0.1333,0.0009,0.0017
získat třináct,0.2,0.1333,0.0009,0.0017
září přišlo,0.2,0.1333,0.0009,0.0017
závodů na,0.2,0.1333,0.0009,0.0017
předseda Evropské,0.2,0.1333,0.0009,0.0017
předsedy Míla,0.2,0.1333,0.0009,0.0017
závislým na,0.2,0.1333,0.0009,0.0017
získání evropských,0.2,0.1333,0.0009,0.0017
ukrajinkského exministra,0.2,0.1333,0.0009,0.0017
Írán zadržuje,0.2,0.1333,0.0009,0.0017
ČR dorazilo,0.2,0.1333,0.0009,0.0017
trhům zemí,0.2,0.1333,0.0009,0.0017
ČEZU za,0.2,0.1333,0.0009,0.0017
prupuštění policistů,0.2,0.1333,0.0009,0.0017
trhy a,0.2,0.1333,0.0009,0.0017
ČR předčila,0.2,0.1333,0.0009,0.0017
společnosti spory,0.2,0.1333,0.0009,0.0017
té loňské,0.2,0.1333,0.0009,0.0017
společné podnikání,0.2,0.1333,0.0009,0.0017
"téměř 2,4",0.2,0.1333,0.0009,0.0017
tělo neumí,0.2,0.1333,0.0009,0.0017
území ČR,0.2,0.1333,0.0009,0.0017
ČR zaostává,0.2,0.1333,0.0009,0.0017
tři sta,0.2,0.1333,0.0009,0.0017
třináct elektráren,0.2,0.1333,0.0009,0.0017
útokem islamistických,0.2,0.1333,0.0009,0.0017
trestu smrti,0.2,0.1333,0.0009,0.0017
"spojencům NATO,",0.2,0.1333,0.0009,0.0017
u Staroměstského,0.2,0.1333,0.0009,0.0017
součástí protiteroristického,0.2,0.1333,0.0009,0.0017
Čerpání peněz,0.2,0.1333,0.0009,0.0017
Ústavu České,0.2,0.1333,0.0009,0.0017
Českolovenska vojsky,0.2,0.1333,0.0009,0.0017
se nedaří,0.2,0.1333,0.0009,0.0017
Československo se,0.2,0.1333,0.0009,0.0017
španělského regionu,0.2,0.1333,0.0009,0.0017
prezidentských voleb,0.2,0.1333,0.0009,0.0017
prezidentů USA,0.2,0.1333,0.0009,0.0017
státě Tamaulipas,0.2,0.1333,0.0009,0.0017
Želevčicích u,0.2,0.1333,0.0009,0.0017
svým maďarským,0.2,0.1333,0.0009,0.0017
šéfa zbrojních,0.2,0.1333,0.0009,0.0017
pro Prahu,0.2,0.1333,0.0009,0.0017
státy napřed,0.2,0.1333,0.0009,0.0017
státy EU,0.2,0.1333,0.0009,0.0017
pro běžce,0.2,0.1333,0.0009,0.0017
šéfa státního,0.2,0.1333,0.0009,0.0017
státu figurují,0.2,0.1333,0.0009,0.0017
pro nezávislost,0.2,0.1333,0.0009,0.0017
Šéfovi Všeobecné,0.2,0.1333,0.0009,0.0017
pro osamostatnění,0.2,0.1333,0.0009,0.0017
španělského ministra,0.2,0.1333,0.0009,0.0017
španělského Katalánska,0.2,0.1333,0.0009,0.0017
pro pořádání,0.2,0.1333,0.0009,0.0017
španělské instituci,0.2,0.1333,0.0009,0.0017
španělská banka,0.2,0.1333,0.0009,0.0017
státního rozpočtu,0.2,0.1333,0.0009,0.0017
škoda za,0.2,0.1333,0.0009,0.0017
svůj sortiment,0.2,0.1333,0.0009,0.0017
šestnáctka letos,0.2,0.1333,0.0009,0.0017
pro výstavbu,0.2,0.1333,0.0009,0.0017
šest závodů,0.2,0.1333,0.0009,0.0017
Žulawski oslavil,0.2,0.1333,0.0009,0.0017
Žulawski skonal,0.2,0.1333,0.0009,0.0017
své země,0.2,0.1333,0.0009,0.0017
států USA,0.2,0.1333,0.0009,0.0017
žádná demonstrace,0.2,0.1333,0.0009,0.0017
surovým zákrokům,0.2,0.1333,0.0009,0.0017
premiér projevil,0.2,0.1333,0.0009,0.0017
premiér Šinzó,0.2,0.1333,0.0009,0.0017
středního podnikání,0.2,0.1333,0.0009,0.0017
premiéře 25,0.2,0.1333,0.0009,0.0017
životy běžných,0.2,0.1333,0.0009,0.0017
prezident Dwight,0.2,0.1333,0.0009,0.0017
životy a,0.2,0.1333,0.0009,0.0017
středních firem,0.2,0.1333,0.0009,0.0017
žije neobyčejně,0.2,0.1333,0.0009,0.0017
prezident má,0.2,0.1333,0.0009,0.0017
žen určených,0.2,0.1333,0.0009,0.0017
"železárny, cementárny",0.2,0.1333,0.0009,0.0017
prezident nemluvil,0.2,0.1333,0.0009,0.0017
že čerpat,0.2,0.1333,0.0009,0.0017
prezident požádal,0.2,0.1333,0.0009,0.0017
svalové křeče,0.2,0.1333,0.0009,0.0017
že na,0.2,0.1333,0.0009,0.0017
stěny v,0.2,0.1333,0.0009,0.0017
že bude,0.2,0.1333,0.0009,0.0017
prezidenta o,0.2,0.1333,0.0009,0.0017
své hlavní,0.2,0.1333,0.0009,0.0017
prezidenta přivítala,0.2,0.1333,0.0009,0.0017
své setkání,0.2,0.1333,0.0009,0.0017
systému Zuzana,0.2,0.1333,0.0009,0.0017
Švýcarská pojišťovna,0.2,0.1333,0.0009,0.0017
Československu posledního,0.2,0.1333,0.0009,0.0017
čele své,0.2,0.1333,0.0009,0.0017
sto tisíc,0.2,0.1333,0.0009,0.0017
propadl na,0.2,0.1333,0.0009,0.0017
český velvyslanec,0.2,0.1333,0.0009,0.0017
propustil ukrajinkského,0.2,0.1333,0.0009,0.0017
terénních Humvee,0.2,0.1333,0.0009,0.0017
prostestovali lidé,0.2,0.1333,0.0009,0.0017
tiskovou kancelář,0.2,0.1333,0.0009,0.0017
české metropoli,0.2,0.1333,0.0009,0.0017
tisíc korun,0.2,0.1333,0.0009,0.0017
tisíc lidí,0.2,0.1333,0.0009,0.0017
titul mistra,0.2,0.1333,0.0009,0.0017
černošskému motoristovi,0.2,0.1333,0.0009,0.0017
čeká velké,0.2,0.1333,0.0009,0.0017
Štěpánka Čechová,0.2,0.1333,0.0009,0.0017
srážce mezi,0.2,0.1333,0.0009,0.0017
tom uzavřelo,0.2,0.1333,0.0009,0.0017
Češi vyhýbají,0.2,0.1333,0.0009,0.0017
proti němu,0.2,0.1333,0.0009,0.0017
proti povodním,0.2,0.1333,0.0009,0.0017
České spořitelny,0.2,0.1333,0.0009,0.0017
České obchodní,0.2,0.1333,0.0009,0.0017
továrnu u,0.2,0.1333,0.0009,0.0017
Česku prodává,0.2,0.1333,0.0009,0.0017
Českou tiskovou,0.2,0.1333,0.0009,0.0017
Českou republiku,0.2,0.1333,0.0009,0.0017
Československu v,0.2,0.1333,0.0009,0.0017
českým autobusem,0.2,0.1333,0.0009,0.0017
či dlouhodobě,0.2,0.1333,0.0009,0.0017
činnost a,0.2,0.1333,0.0009,0.0017
členskými státy,0.2,0.1333,0.0009,0.0017
Štefan Svitek,0.2,0.1333,0.0009,0.0017
sídle Mezinárodní,0.2,0.1333,0.0009,0.0017
Šinzó Abe,0.2,0.1333,0.0009,0.0017
pro získání,0.2,0.1333,0.0009,0.0017
tajemníka NATO,0.2,0.1333,0.0009,0.0017
problémy s,0.2,0.1333,0.0009,0.0017
tak jednat,0.2,0.1333,0.0009,0.0017
tank Zuzana,0.2,0.1333,0.0009,0.0017
stráž má,0.2,0.1333,0.0009,0.0017
stratosféry s,0.2,0.1333,0.0009,0.0017
tankové bitvě,0.2,0.1333,0.0009,0.0017
strany Izraele,0.2,0.1333,0.0009,0.0017
strany Iráku,0.2,0.1333,0.0009,0.0017
Ředitelkou České,0.2,0.1333,0.0009,0.0017
stovky turistů,0.2,0.1333,0.0009,0.0017
čínského ostrova,0.2,0.1333,0.0009,0.0017
technologické celky,0.2,0.1333,0.0009,0.0017
čínské aerolinky,0.2,0.1333,0.0009,0.0017
proces s,0.2,0.1333,0.0009,0.0017
tedy k,0.2,0.1333,0.0009,0.0017
představitele ČEZ,0.2,0.1333,0.0009,0.0017
stojí v,0.2,0.1333,0.0009,0.0017
prodává energie,0.2,0.1333,0.0009,0.0017
členů odborových,0.2,0.1333,0.0009,0.0017
"tepla, které",0.2,0.1333,0.0009,0.0017
představily nové,0.2,0.1333,0.0009,0.0017
zemí východního,0.2,0.1333,0.0009,0.0017
závislých na,0.2,0.1333,0.0009,0.0017
se zúčastnil,0.2,0.1333,0.0009,0.0017
"rozhodlo, že",0.2,0.1333,0.0009,0.0017
ve Varšavě,0.2,0.1333,0.0009,0.0017
rozpadat režimy,0.2,0.1333,0.0009,0.0017
se západní,0.2,0.1333,0.0009,0.0017
z Iráku,0.2,0.1333,0.0009,0.0017
se západem,0.2,0.1333,0.0009,0.0017
ve společnosti,0.2,0.1333,0.0009,0.0017
"rozvoj řekl,",0.2,0.1333,0.0009,0.0017
z Bullerbynu,0.2,0.1333,0.0009,0.0017
western Osm,0.2,0.1333,0.0009,0.0017
se ztíží,0.2,0.1333,0.0009,0.0017
summitu G7,0.2,0.1333,0.0009,0.0017
se začaly,0.2,0.1333,0.0009,0.0017
rybníky na,0.2,0.1333,0.0009,0.0017
vězení už,0.2,0.1333,0.0009,0.0017
rychle rostoucí,0.2,0.1333,0.0009,0.0017
ve vězení,0.2,0.1333,0.0009,0.0017
větší oblibu,0.2,0.1333,0.0009,0.0017
větší objem,0.2,0.1333,0.0009,0.0017
vedené proti,0.2,0.1333,0.0009,0.0017
věnovat zaměstnancům,0.2,0.1333,0.0009,0.0017
věnovat předešlé,0.2,0.1333,0.0009,0.0017
vedou ve,0.2,0.1333,0.0009,0.0017
vědec John,0.2,0.1333,0.0009,0.0017
rámci zákona,0.2,0.1333,0.0009,0.0017
veletrh pro,0.2,0.1333,0.0009,0.0017
s Británií,0.2,0.1333,0.0009,0.0017
z Tuniska,0.2,0.1333,0.0009,0.0017
z bývalých,0.2,0.1333,0.0009,0.0017
velké tržby,0.2,0.1333,0.0009,0.0017
se zúčastní,0.2,0.1333,0.0009,0.0017
za ukrajinskou,0.2,0.1333,0.0009,0.0017
za téměř,0.2,0.1333,0.0009,0.0017
za součást,0.2,0.1333,0.0009,0.0017
v zásilkovém,0.2,0.1333,0.0009,0.0017
rok a,0.2,0.1333,0.0009,0.0017
roku 1841,0.2,0.1333,0.0009,0.0017
za nemístné,0.2,0.1333,0.0009,0.0017
v české,0.2,0.1333,0.0009,0.0017
za důsledek,0.2,0.1333,0.0009,0.0017
v Želevčicích,0.2,0.1333,0.0009,0.0017
roku 1992,0.2,0.1333,0.0009,0.0017
varoval v,0.2,0.1333,0.0009,0.0017
z pozice,0.2,0.1333,0.0009,0.0017
sedm žen,0.2,0.1333,0.0009,0.0017
roku 2037,0.2,0.1333,0.0009,0.0017
ve Frankfurtu,0.2,0.1333,0.0009,0.0017
"roku 2037,",0.2,0.1333,0.0009,0.0017
sedm mužů,0.2,0.1333,0.0009,0.0017
"roku, tedy",0.2,0.1333,0.0009,0.0017
z německého,0.2,0.1333,0.0009,0.0017
sedm chlapců,0.2,0.1333,0.0009,0.0017
z hlavních,0.2,0.1333,0.0009,0.0017
se Češi,0.2,0.1333,0.0009,0.0017
ropy z,0.2,0.1333,0.0009,0.0017
z dětí,0.2,0.1333,0.0009,0.0017
rostoucí trhy,0.2,0.1333,0.0009,0.0017
se ČEZU,0.2,0.1333,0.0009,0.0017
velké množství,0.2,0.1333,0.0009,0.0017
s Ruskem,0.2,0.1333,0.0009,0.0017
setkání jiné,0.2,0.1333,0.0009,0.0017
se pohybují,0.2,0.1333,0.0009,0.0017
vojenský mluvčí,0.2,0.1333,0.0009,0.0017
se podobá,0.2,0.1333,0.0009,0.0017
vytváří vláda,0.2,0.1333,0.0009,0.0017
vytvoří pro,0.2,0.1333,0.0009,0.0017
vojáky objelo,0.2,0.1333,0.0009,0.0017
volat obornou,0.2,0.1333,0.0009,0.0017
se horku,0.2,0.1333,0.0009,0.0017
se intoxikovalo,0.2,0.1333,0.0009,0.0017
se odehraje,0.2,0.1333,0.0009,0.0017
volat praktickému,0.2,0.1333,0.0009,0.0017
se jmenuje,0.2,0.1333,0.0009,0.0017
vyslaní členskými,0.2,0.1333,0.0009,0.0017
vyslalo do,0.2,0.1333,0.0009,0.0017
vyrobit sochu,0.2,0.1333,0.0009,0.0017
se konal,0.2,0.1333,0.0009,0.0017
vynaložila 90,0.2,0.1333,0.0009,0.0017
vyloučili onemocnění,0.2,0.1333,0.0009,0.0017
se letos,0.2,0.1333,0.0009,0.0017
se objevují,0.2,0.1333,0.0009,0.0017
vyjádřil lítost,0.2,0.1333,0.0009,0.0017
se o,0.2,0.1333,0.0009,0.0017
vozidel Stryker,0.2,0.1333,0.0009,0.0017
"vraha, kterým",0.2,0.1333,0.0009,0.0017
vyhnout aktivitě,0.2,0.1333,0.0009,0.0017
"vrstvou ozonu,",0.2,0.1333,0.0009,0.0017
se nepodílela,0.2,0.1333,0.0009,0.0017
se nekonal,0.2,0.1333,0.0009,0.0017
vyžádal životy,0.2,0.1333,0.0009,0.0017
se potkají,0.2,0.1333,0.0009,0.0017
velvyslanec v,0.2,0.1333,0.0009,0.0017
vznikla škoda,0.2,0.1333,0.0009,0.0017
se vyhnout,0.2,0.1333,0.0009,0.0017
"výstavbu železárny,",0.2,0.1333,0.0009,0.0017
se vedou,0.2,0.1333,0.0009,0.0017
výstava minimalismu,0.2,0.1333,0.0009,0.0017
vidět western,0.2,0.1333,0.0009,0.0017
s dodavatelem,0.2,0.1333,0.0009,0.0017
s elektřinou,0.2,0.1333,0.0009,0.0017
s evropskými,0.2,0.1333,0.0009,0.0017
výrobě nového,0.2,0.1333,0.0009,0.0017
se svým,0.2,0.1333,0.0009,0.0017
vlastní výrobní,0.2,0.1333,0.0009,0.0017
vláda nátlak,0.2,0.1333,0.0009,0.0017
s obžalovaným,0.2,0.1333,0.0009,0.0017
s opětovným,0.2,0.1333,0.0009,0.0017
výkonem jeho,0.2,0.1333,0.0009,0.0017
vláda určitými,0.2,0.1333,0.0009,0.0017
"východního bloku,",0.2,0.1333,0.0009,0.0017
vítá menšina,0.2,0.1333,0.0009,0.0017
s oslabenou,0.2,0.1333,0.0009,0.0017
víkendu ztratili,0.2,0.1333,0.0009,0.0017
víkendu zmizeli,0.2,0.1333,0.0009,0.0017
válečných bitev,0.2,0.1333,0.0009,0.0017
"se rozhodlo,",0.2,0.1333,0.0009,0.0017
vztah s,0.2,0.1333,0.0009,0.0017
vztah Spojeného,0.2,0.1333,0.0009,0.0017
vztah Londýna,0.2,0.1333,0.0009,0.0017
s útokem,0.2,0.1333,0.0009,0.0017
za zločiny,0.2,0.1333,0.0009,0.0017
zabavila velké,0.2,0.1333,0.0009,0.0017
upřednostnili pro,0.2,0.1333,0.0009,0.0017
zoo dva,0.2,0.1333,0.0009,0.0017
znemožňuje mu,0.2,0.1333,0.0009,0.0017
už deset,0.2,0.1333,0.0009,0.0017
už déle,0.2,0.1333,0.0009,0.0017
změn klimatu,0.2,0.1333,0.0009,0.0017
zmírnit na,0.2,0.1333,0.0009,0.0017
zmizeli z,0.2,0.1333,0.0009,0.0017
zmizeli kaloni,0.2,0.1333,0.0009,0.0017
zlatí se,0.2,0.1333,0.0009,0.0017
sortiment v,0.2,0.1333,0.0009,0.0017
v Bratislavě,0.2,0.1333,0.0009,0.0017
při rekonstrukci,0.2,0.1333,0.0009,0.0017
zemřelo 1235,0.2,0.1333,0.0009,0.0017
zemřel v,0.2,0.1333,0.0009,0.0017
"přijmout, nemá",0.2,0.1333,0.0009,0.0017
"přilákat, se",0.2,0.1333,0.0009,0.0017
v Chorvatsku,0.2,0.1333,0.0009,0.0017
sochu Sigmunda,0.2,0.1333,0.0009,0.0017
sochu Freuda,0.2,0.1333,0.0009,0.0017
zeměmi nebyly,0.2,0.1333,0.0009,0.0017
sobotu uskuteční,0.2,0.1333,0.0009,0.0017
země už,0.2,0.1333,0.0009,0.0017
v Jemenu,0.2,0.1333,0.0009,0.0017
zemí amerického,0.2,0.1333,0.0009,0.0017
přivítala v,0.2,0.1333,0.0009,0.0017
přivítali hlavně,0.2,0.1333,0.0009,0.0017
přivítali na,0.2,0.1333,0.0009,0.0017
v Káhiře,0.2,0.1333,0.0009,0.0017
učitelky Věry,0.2,0.1333,0.0009,0.0017
zprávu Blízký,0.2,0.1333,0.0009,0.0017
přišlo z,0.2,0.1333,0.0009,0.0017
přes tisíc,0.2,0.1333,0.0009,0.0017
