,productivity,utility,coverage,harmonic_mean
náušnicí,0.8,0.5,0.0,0.0
povrchů,0.8,0.5,0.0,0.0
alter-ego,0.8,0.5,0.0,0.0
Platóna,0.8,0.5,0.0,0.0
raky,0.8,0.5,0.0,0.0
Spider-Mana,0.8,0.5,0.0,0.0
příjmech,0.8,0.5,0.0,0.0
vycházel,0.8,0.5,0.0,0.0
Eisenhowerem,0.8,0.5,0.0,0.0
hrající,0.8,0.5,0.0,0.0
Dwightem,0.8,0.5,0.0,0.0
osmiletou,0.7,0.4667,0.0,0.0
141,0.7,0.4667,0.0,0.0
legendia,0.7,0.4667,0.0,0.0
Simpsonové,0.7,0.4667,0.0,0.0
záběrech,0.7,0.4667,0.0,0.0
Mets,0.7,0.4667,0.0,0.0
drogově,0.7,0.4667,0.0,0.0
Ubi,0.6,0.4,0.0,0.0
webovým,0.7667,0.5,0.0,0.0
Dodekanských,0.7667,0.5,0.0,0.0
spolupředsedou,0.7667,0.5,0.0,0.0
Kiefera,0.7667,0.5,0.0,0.0
Glaukus,0.7,0.4333,0.0,0.0
Nappy,0.7,0.4667,0.0,0.0
volána,0.7,0.4333,0.0,0.0
Lelandem,0.7,0.4333,0.0,0.0
Designated,0.7,0.4333,0.0,0.0
hodinu,0.7,0.4333,0.0,0.0
Deklaraci,0.7,0.4333,0.0,0.0
nosorožce,0.6,0.4,0.0,0.0
nejsilnějších,0.6,0.4,0.0,0.0
Relief,0.8167,0.5167,0.0,0.0
vraždou,0.8167,0.5167,0.0,0.0
Eddyho,0.8167,0.5167,0.0,0.0
boxerku,0.75,0.45,0.0,0.0
indiánský,0.75,0.45,0.0,0.0
moderátorka,0.75,0.45,0.0,0.0
býky,0.75,0.45,0.0,0.0
Isaacem,0.75,0.45,0.0,0.0
nejsmrtelnějších,0.75,0.45,0.0,0.0
bran,0.75,0.45,0.0,0.0
desetinné,0.75,0.45,0.0,0.0
Feet,0.75,0.45,0.0,0.0
pohlavní,0.75,0.45,0.0,0.0
vyšetřující,0.75,0.45,0.0,0.0
vrcholnou,0.75,0.45,0.0,0.0
Flew,0.75,0.45,0.0,0.0
sobotní,0.75,0.45,0.0,0.0
"míst,",0.75,0.45,0.0,0.0
Kaufmana,0.75,0.45,0.0,0.0
Izáka,0.75,0.45,0.0,0.0
prózy,0.75,0.45,0.0,0.0
asijským,0.75,0.45,0.0,0.0
zobrazující,0.75,0.45,0.0,0.0
Kitem,0.75,0.45,0.0,0.0
aplikovaným,0.75,0.45,0.0,0.0
zajistit,0.75,0.45,0.0,0.0
sexuálně,0.75,0.45,0.0,0.0
Rudym,0.75,0.45,0.0,0.0
Kostel,0.75,0.45,0.0,0.0
Markovi,0.75,0.45,0.0,0.0
punchery,0.75,0.45,0.0,0.0
Life“,0.75,0.45,0.0,0.0
jackfruitových,0.75,0.45,0.0,0.0
energická,0.75,0.45,0.0,0.0
porodem,0.75,0.45,0.0,0.0
Krátký,0.75,0.45,0.0,0.0
kapelami,0.75,0.45,0.0,0.0
Lionela,0.75,0.45,0.0,0.0
scenérii,0.75,0.45,0.0,0.0
Zabij,0.75,0.45,0.0,0.0
úpadek,0.75,0.45,0.0,0.0
Barnacles,0.75,0.45,0.0,0.0
baskytaristou,0.75,0.45,0.0,0.0
"prezidentů,",0.75,0.45,0.0,0.0
Kenwortha,0.75,0.45,0.0,0.0
loutkářství,0.75,0.45,0.0,0.0
tarifů,0.75,0.45,0.0,0.0
brána,0.75,0.45,0.0,0.0
Zodiac,0.75,0.45,0.0,0.0
Boots,0.75,0.45,0.0,0.0
omezená,0.75,0.45,0.0,0.0
botu,0.75,0.45,0.0,0.0
Sedmé,0.75,0.45,0.0,0.0
čínským,0.75,0.45,0.0,0.0
žongloval,0.75,0.45,0.0,0.0
Braniborská,0.75,0.45,0.0,0.0
Traffic,0.75,0.45,0.0,0.0
satirickou,0.75,0.45,0.0,0.0
volí,0.75,0.45,0.0,0.0
Boeingem,0.75,0.45,0.0,0.0
Mudgett,0.75,0.45,0.0,0.0
K-1,0.75,0.45,0.0,0.0
vyráběný,0.75,0.45,0.0,0.0
osy,0.75,0.45,0.0,0.0
čtvrtiny,0.75,0.45,0.0,0.0
etnolingvistické,0.75,0.45,0.0,0.0
jevištích,0.75,0.45,0.0,0.0
REM,0.75,0.45,0.0,0.0
událostmi,0.75,0.45,0.0,0.0
tabák,0.75,0.45,0.0,0.0
Monk,0.75,0.45,0.0,0.0
59,0.75,0.45,0.0,0.0
Olsenova,0.75,0.45,0.0,0.0
Byronem,0.75,0.45,0.0,0.0
progresivních,0.75,0.45,0.0,0.0
společenským,0.75,0.45,0.0,0.0
Pruitta,0.75,0.45,0.0,0.0
Wadiyar,0.75,0.45,0.0,0.0
zachycena,0.75,0.45,0.0,0.0
Arcu,0.75,0.45,0.0,0.0
konkurují,0.75,0.45,0.0,0.0
"přestěhoval,",0.75,0.45,0.0,0.0
Poehlerová,0.75,0.45,0.0,0.0
hromadným,0.75,0.45,0.0,0.0
Pigeon,0.75,0.45,0.0,0.0
verzích,0.75,0.45,0.0,0.0
Vesuv,0.75,0.45,0.0,0.0
Heaven,0.75,0.45,0.0,0.0
komponent,0.75,0.45,0.0,0.0
misionářskou,0.75,0.45,0.0,0.0
Gregem,0.75,0.45,0.0,0.0
koncích,0.75,0.45,0.0,0.0
singlové,0.75,0.45,0.0,0.0
restaurační,0.75,0.45,0.0,0.0
propagací,0.75,0.45,0.0,0.0
westernový,0.75,0.45,0.0,0.0
eBay,0.75,0.45,0.0,0.0
obydlené,0.75,0.45,0.0,0.0
(1963),0.7167,0.45,0.0,0.0
psychedelický,0.7167,0.45,0.0,0.0
"šílený,",0.7167,0.45,0.0,0.0
Oracle,0.65,0.3833,0.0,0.0
praktik,0.65,0.3833,0.0,0.0
divoký,0.65,0.3833,0.0,0.0
thrillerových,0.65,0.3833,0.0,0.0
Hip,0.65,0.3833,0.0,0.0
"Mangold,",0.65,0.3833,0.0,0.0
"členy,",0.65,0.3833,0.0,0.0
frontách,0.65,0.3833,0.0,0.0
Následoval,0.6,0.4,0.0,0.0
skládající,0.6167,0.3833,0.0,0.0
March,0.7333,0.4667,0.0,0.0
příznivci,0.6667,0.4,0.0,0.0
Gambler,0.6667,0.4,0.0,0.0
Chhogori,0.6667,0.4,0.0,0.0
zpochybněn,0.6667,0.4,0.0,0.0
60%,0.6667,0.4,0.0,0.0
Původním,0.6667,0.4,0.0,0.0
Cormac,0.6667,0.4,0.0,0.0
Dottie,0.6667,0.4,0.0,0.0
spolurežíroval,0.6,0.3333,0.0,0.0
Pfeifferová,0.6,0.3333,0.0,0.0
útočníkem,0.6,0.3333,0.0,0.0
atrakce,0.6,0.3333,0.0,0.0
Balochi,0.6,0.3333,0.0,0.0
datech,0.6,0.3333,0.0,0.0
slot,0.6,0.3333,0.0,0.0
zabili,0.6,0.3333,0.0,0.0
reformě,0.6,0.3333,0.0,0.0
Sejongem,0.6,0.3333,0.0,0.0
Kamarádka,0.6,0.3333,0.0,0.0
humanitárním,0.6,0.3333,0.0,0.0
pomocník,0.6,0.3333,0.0,0.0
Monako,0.6,0.3333,0.0,0.0
"George""",0.6,0.3333,0.0,0.0
baskytaru,0.6,0.3333,0.0,0.0
Adamsové,0.6,0.3333,0.0,0.0
porazili,0.6,0.3333,0.0,0.0
kultivováno,0.6,0.3333,0.0,0.0
Kingové,0.6,0.3333,0.0,0.0
synech,0.6,0.3333,0.0,0.0
segregovanému,0.6,0.3333,0.0,0.0
Impérium,0.6,0.3333,0.0,0.0
mikrostát,0.6,0.3333,0.0,0.0
Babloo,0.6,0.3333,0.0,0.0
Mandel,0.6,0.3333,0.0,0.0
celostátním,0.6,0.3333,0.0,0.0
hopů,0.6,0.3333,0.0,0.0
Melmana,0.6,0.3333,0.0,0.0
"1994,",0.6,0.3333,0.0,0.0
stresem,0.6,0.3333,0.0,0.0
Shlomit,0.6,0.3333,0.0,0.0
profesionálem,0.6,0.3333,0.0,0.0
vykresluje,0.6,0.3333,0.0,0.0
pásmem,0.6,0.3333,0.0,0.0
Lowell,0.6,0.3333,0.0,0.0
Slashova,0.6,0.3333,0.0,0.0
americko-kanadského,0.6,0.3333,0.0,0.0
úvod,0.6,0.3333,0.0,0.0
Těžba,0.6,0.3333,0.0,0.0
souborů,0.6,0.3333,0.0,0.0
nevinnost,0.6,0.3333,0.0,0.0
nemocné,0.6,0.3333,0.0,0.0
britsko-americkém,0.6,0.3333,0.0,0.0
"GM,",0.6,0.3333,0.0,0.0
kalendářním,0.6,0.3333,0.0,0.0
356,0.6,0.3333,0.0,0.0
"her,",0.6,0.3333,0.0,0.0
zachycení,0.6,0.3333,0.0,0.0
Ganz,0.6,0.3333,0.0,0.0
nůž,0.6,0.3333,0.0,0.0
AMPAS,0.6,0.3333,0.0,0.0
lavině,0.6,0.3333,0.0,0.0
středem,0.6,0.3333,0.0,0.0
křídlech,0.6,0.3333,0.0,0.0
božstev,0.6,0.3333,0.0,0.0
zahrnul,0.6,0.3333,0.0,0.0
chamtivosti,0.6,0.3333,0.0,0.0
potomci,0.6,0.3333,0.0,0.0
rozvedeni,0.6,0.3333,0.0,0.0
prozkoumávají,0.6,0.3333,0.0,0.0
zadala,0.6,0.3333,0.0,0.0
vězněm,0.6,0.3333,0.0,0.0
Hoag,0.6,0.3333,0.0,0.0
nejjižnější,0.6,0.3333,0.0,0.0
Pozice,0.6,0.3333,0.0,0.0
křídly,0.6,0.3333,0.0,0.0
mimozemšťanům,0.6,0.3333,0.0,0.0
ignorující,0.6,0.3333,0.0,0.0
vozidlo,0.6,0.3333,0.0,0.0
arc,0.6,0.3333,0.0,0.0
Léto,0.6,0.3333,0.0,0.0
záležitost,0.6,0.3333,0.0,0.0
Vila,0.6,0.3333,0.0,0.0
"protéká,",0.6,0.3333,0.0,0.0
zlatník,0.6,0.3333,0.0,0.0
zaměstnáno,0.6,0.3333,0.0,0.0
štěpování,0.6,0.3333,0.0,0.0
podepsaný,0.5667,0.3333,0.0,0.0
"letadlo,",0.5667,0.3333,0.0,0.0
souvislosti,0.5667,0.3333,0.0,0.0
třídou,0.5667,0.3333,0.0,0.0
Cline,0.5667,0.3333,0.0,0.0
nacistických,0.5667,0.3333,0.0,0.0
gramotnost,0.5667,0.3333,0.0,0.0
Samanidské,0.5,0.2667,0.0,0.0
běžícího,0.5,0.2667,0.0,0.0
Programátorem,0.4667,0.2667,0.0,0.0
věřící,0.5833,0.35,0.0,0.0
Carrier,0.5833,0.35,0.0,0.0
neziskovou,0.5833,0.35,0.0,0.0
"Moines,",0.5167,0.2833,0.0,0.0
spadají,0.5167,0.2833,0.0,0.0
Des,0.5167,0.2833,0.0,0.0
Bývalým,0.5167,0.2833,0.0,0.0
socialistickou,0.5167,0.2833,0.0,0.0
Thoru,0.5167,0.2833,0.0,0.0
Very,0.5167,0.2833,0.0,0.0
ceněn,0.4833,0.2833,0.0,0.0
dopravců,0.45,0.2167,0.0,0.0
"malá,",0.45,0.2167,0.0,0.0
delikventem,0.45,0.2167,0.0,0.0
Sibiř,0.45,0.2167,0.0,0.0
Gilbertem,0.45,0.2167,0.0,0.0
Giraud,0.45,0.2167,0.0,0.0
jónský,0.45,0.2167,0.0,0.0
Garcii,0.45,0.2167,0.0,0.0
virový,0.45,0.2167,0.0,0.0
kosatka,0.45,0.2167,0.0,0.0
Ruština,0.45,0.2167,0.0,0.0
sklo,0.45,0.2167,0.0,0.0
dědičná,0.4167,0.2167,0.0,0.0
kráse,0.4333,0.2333,0.0,0.0
žánrová,0.3667,0.1667,0.0,0.0
zahráli,1.0,0.6667,0.0,0.0
Blondes,1.0,0.6667,0.0,0.0
IT,1.0,0.6667,0.0,0.0
mazlíčků,1.0,0.6667,0.0,0.0
anglo-mysoreské,1.0,0.6667,0.0,0.0
zaznamenali,1.0,0.6667,0.0,0.0
malajálamské,1.0,0.6667,0.0,0.0
hráčích,1.0,0.6667,0.0,0.0
Nimoye,1.0,0.6667,0.0,0.0
průlomové,1.0,0.6667,0.0,0.0
gentlemanských,1.0,0.6667,0.0,0.0
Chess,1.0,0.6667,0.0,0.0
preferencích,1.0,0.6667,0.0,0.0
punkové,0.9,0.6,0.0,0.0
Dunawayovou,0.9,0.6,0.0,0.0
"tichomořským,",0.9,0.6,0.0,0.0
Thinkin,0.9,0.6,0.0,0.0
Edmonds,0.9,0.6,0.0,0.0
věčnosti“,0.9,0.6,0.0,0.0
Korálový,0.9,0.6,0.0,0.0
Gatins,0.9,0.6,0.0,0.0
vyhraje,0.9,0.6,0.0,0.0
Kristi,0.9,0.6,0.0,0.0
Nicola,0.9,0.6,0.0,0.0
předělán,0.9,0.6,0.0,0.0
příznivcem,0.9,0.6,0.0,0.0
najati,0.9,0.6,0.0,0.0
rodiště,0.9,0.6,0.0,0.0
Comcast,0.9,0.6,0.0,0.0
Dystopický,0.9,0.6,0.0,0.0
AVM,0.9,0.6,0.0,0.0
Oslu,0.9,0.6,0.0,0.0
Bout,0.9,0.6,0.0,0.0
"4,",0.9,0.6,0.0,0.0
Condell,0.9,0.6,0.0,0.0
efektů,0.9,0.6,0.0,0.0
Honduras,0.9,0.6,0.0,0.0
platy,0.9,0.6,0.0,0.0
Underwoodová,0.9,0.6,0.0,0.0
Pavla,0.9,0.6,0.0,0.0
uprchlíku,0.9,0.6,0.0,0.0
čteny,0.9,0.6,0.0,0.0
odměnu,0.9,0.6,0.0,0.0
Éra,0.9,0.6,0.0,0.0
Vévodkyně,0.9,0.6,0.0,0.0
plantáže,0.9,0.6,0.0,0.0
Kenichi,0.9,0.6,0.0,0.0
stránce,0.9,0.6,0.0,0.0
Lovu,0.9,0.6,0.0,0.0
NES,0.9,0.6,0.0,0.0
levicí,0.9,0.6,0.0,0.0
novozélandském,0.9,0.6,0.0,0.0
Ne,0.9,0.6,0.0,0.0
usvědčeným,0.9,0.6,0.0,0.0
Flemming,0.9,0.6,0.0,0.0
"nazvané,",0.9,0.6,0.0,0.0
mimozemského,0.9,0.6,0.0,0.0
předvídatelné,0.9,0.6,0.0,0.0
spatřen,0.9,0.6,0.0,0.0
Evoque,0.9,0.6,0.0,0.0
biografii,0.9,0.6,0.0,0.0
Mossovou,0.9,0.6,0.0,0.0
Al-Káidou,0.9,0.6,0.0,0.0
arktickým,0.9,0.6,0.0,0.0
SLE,0.9,0.6,0.0,0.0
povídkami,0.9,0.6,0.0,0.0
koz,0.9,0.6,0.0,0.0
Kaylor,0.9,0.6,0.0,0.0
výlety,0.9,0.6,0.0,0.0
Sexes,0.9,0.6,0.0,0.0
party,0.9,0.6,0.0,0.0
domorodce,0.9,0.6,0.0,0.0
bohatým,0.9,0.6,0.0,0.0
Překrásný,0.9,0.6,0.0,0.0
Circassians,0.9,0.6,0.0,0.0
demonstrant,0.9,0.6,0.0,0.0
pěšce,0.9,0.6,0.0,0.0
"občan,",0.9,0.6,0.0,0.0
Ashbym,0.9,0.6,0.0,0.0
pěší,0.9,0.6,0.0,0.0
goblin,0.9,0.6,0.0,0.0
Gaby,0.9,0.6,0.0,0.0
bonus,0.9,0.6,0.0,0.0
proměnnou,0.9,0.6,0.0,0.0
britsko-irská,0.9,0.6,0.0,0.0
podvody,0.9,0.6,0.0,0.0
distributory,0.9,0.6,0.0,0.0
Buffalu,0.9,0.6,0.0,0.0
Batemana,0.9,0.6,0.0,0.0
maximalizována,0.9,0.6,0.0,0.0
Verne,0.9,0.6,0.0,0.0
Zapatu,0.9,0.6,0.0,0.0
Client,0.9,0.6,0.0,0.0
(filmová),0.9,0.6,0.0,0.0
expozice,0.9,0.6,0.0,0.0
Halem,0.9,0.6,0.0,0.0
výzvu,0.9,0.6,0.0,0.0
Matsuzaki,0.9,0.6,0.0,0.0
Vert,0.9,0.6,0.0,0.0
Lear,0.9,0.6,0.0,0.0
Antily,0.9,0.6,0.0,0.0
souboj,0.9,0.6,0.0,0.0
ústupem,0.9,0.6,0.0,0.0
„Muž,0.9,0.6,0.0,0.0
Gordona,0.9,0.6,0.0,0.0
vzrušující,0.9,0.6,0.0,0.0
portugalštiny,0.9,0.6,0.0,0.0
Heru,0.9,0.6,0.0,0.0
Uzbekistánem,0.9,0.6,0.0,0.0
Mohra,0.9,0.6,0.0,0.0
společném,0.9,0.6,0.0,0.0
Hoffmann,0.9,0.6,0.0,0.0
"spisovateli,",0.9,0.6,0.0,0.0
motto,0.9,0.6,0.0,0.0
Fuqua,0.9,0.6,0.0,0.0
programátoři,0.9,0.6,0.0,0.0
večírku,0.9,0.6,0.0,0.0
výhodách,0.9,0.6,0.0,0.0
anglicko-irský,0.9,0.6,0.0,0.0
právníci,0.9,0.6,0.0,0.0
retitled,0.9,0.6,0.0,0.0
Dangalova,0.9,0.6,0.0,0.0
propustila,0.9,0.6,0.0,0.0
infekci,0.9,0.6,0.0,0.0
Uzi,0.9,0.6,0.0,0.0
hovořící,0.9,0.6,0.0,0.0
'Generation,0.95,0.6167,0.0,0.0
pouť,0.95,0.6167,0.0,0.0
dárcích,0.95,0.6167,0.0,0.0
lokality,0.95,0.6167,0.0,0.0
Vice,0.95,0.6167,0.0,0.0
Vězni,0.95,0.6167,0.0,0.0
Republikou,0.95,0.6167,0.0,0.0
kanibalismus,0.95,0.6167,0.0,0.0
znázorněno,0.95,0.6167,0.0,0.0
sebevědomý,0.95,0.6167,0.0,0.0
Dionová,0.95,0.6167,0.0,0.0
"""trojitého",0.95,0.6167,0.0,0.0
"časopise,",0.95,0.6167,0.0,0.0
sloučení,0.95,0.6167,0.0,0.0
volejbalové,0.95,0.6167,0.0,0.0
vychováván,0.95,0.6167,0.0,0.0
"společníky,",0.95,0.6167,0.0,0.0
arménsko-americký,0.95,0.6167,0.0,0.0
býložravci,0.95,0.6167,0.0,0.0
Nástupcem,0.95,0.6167,0.0,0.0
pohybovat,0.95,0.6167,0.0,0.0
vrchní,0.95,0.6167,0.0,0.0
střechu,0.95,0.6167,0.0,0.0
Corleoneho,0.95,0.6167,0.0,0.0
"dvojitého""",0.95,0.6167,0.0,0.0
sedminásobná,0.95,0.6167,0.0,0.0
skriptované,0.95,0.6167,0.0,0.0
uvolnily,0.95,0.6167,0.0,0.0
Steppe,0.95,0.6167,0.0,0.0
Přesný,0.95,0.6167,0.0,0.0
míčkem,0.95,0.6167,0.0,0.0
paritu,0.95,0.6167,0.0,0.0
zdědil,0.95,0.6167,0.0,0.0
královských,0.95,0.6167,0.0,0.0
unixový,0.95,0.6167,0.0,0.0
distribuováno,0.95,0.6167,0.0,0.0
posvátná,0.95,0.6167,0.0,0.0
1300,0.95,0.6167,0.0,0.0
prevencí,0.95,0.6167,0.0,0.0
Crawfordová,0.95,0.6167,0.0,0.0
"žil,",0.95,0.6167,0.0,0.0
vzpomínce,0.95,0.6167,0.0,0.0
Hutus,0.95,0.6167,0.0,0.0
Skalní,0.95,0.6167,0.0,0.0
zřetelný,0.95,0.6167,0.0,0.0
Told,0.95,0.6167,0.0,0.0
Tobiase,0.95,0.6167,0.0,0.0
Volume,0.95,0.6167,0.0,0.0
suchými,0.95,0.6167,0.0,0.0
Kalashnikovových,0.95,0.6167,0.0,0.0
jmenovanou,0.95,0.6167,0.0,0.0
důsledně,0.95,0.6167,0.0,0.0
barnacles,0.95,0.6167,0.0,0.0
tvorbou,0.95,0.6167,0.0,0.0
Botswanou,0.95,0.6167,0.0,0.0
Reynoldsovou,0.95,0.6167,0.0,0.0
kamennými,0.95,0.6167,0.0,0.0
myšlenkách,0.95,0.6167,0.0,0.0
Mickem,0.95,0.6167,0.0,0.0
Luketic,0.9,0.6,0.0,0.0
hymna,0.8,0.5333,0.0,0.0
šerifa,0.8,0.5333,0.0,0.0
stole,0.8,0.5333,0.0,0.0
Komunální,0.8,0.5333,0.0,0.0
Rymera,0.8,0.5333,0.0,0.0
Koechlin,0.8,0.5333,0.0,0.0
589,0.8,0.5333,0.0,0.0
Elizu,0.8,0.5333,0.0,0.0
ateismu,0.8,0.5333,0.0,0.0
stážisty,0.8,0.5333,0.0,0.0
Matthews,0.8,0.5333,0.0,0.0
Tsugumi,0.8,0.5333,0.0,0.0
Klasická,0.8,0.5333,0.0,0.0
spodních,0.8,0.5333,0.0,0.0
odpoledního,0.8,0.5333,0.0,0.0
vývozce,0.8,0.5333,0.0,0.0
Armstrongovi,0.8,0.5333,0.0,0.0
Pinto,0.8,0.5333,0.0,0.0
Nowhere,0.8,0.5333,0.0,0.0
spojit,0.8,0.5333,0.0,0.0
Kalki,0.8,0.5333,0.0,0.0
koupili,0.8,0.5333,0.0,0.0
Colea,0.8,0.5333,0.0,0.0
Archě,0.8,0.5333,0.0,0.0
srbský,0.8,0.5333,0.0,0.0
"spisovatele,",0.8,0.5333,0.0,0.0
Beresforda,0.8,0.5333,0.0,0.0
Syco,0.8,0.5333,0.0,0.0
plánovanou,0.8,0.5333,0.0,0.0
Svrchovanost,0.8,0.5333,0.0,0.0
Nespravedlnost,0.8,0.5333,0.0,0.0
Bethsaidy,0.8,0.5333,0.0,0.0
Praskliny,0.8,0.5333,0.0,0.0
Dillagi,0.8,0.5333,0.0,0.0
regionálně,0.8,0.5333,0.0,0.0
Nejsvětějšímu,0.8,0.5333,0.0,0.0
vývojáři,0.8,0.5333,0.0,0.0
odsuzuje,0.8,0.5333,0.0,0.0
Ashcroftovou,0.8,0.5333,0.0,0.0
trumfl,0.8,0.5333,0.0,0.0
Oxfordská,0.8,0.5333,0.0,0.0
Panna,0.8,0.5333,0.0,0.0
Týmy,0.8,0.5333,0.0,0.0
sub-tradic,0.8,0.5333,0.0,0.0
učili,0.8,0.5333,0.0,0.0
sportech,0.8,0.5333,0.0,0.0
Jugoslávského,0.8,0.5333,0.0,0.0
Lindelofem,0.8,0.5333,0.0,0.0
kvalifikovanou,0.8,0.5333,0.0,0.0
Ježíšskému,0.8,0.5333,0.0,0.0
Barley,0.8,0.5333,0.0,0.0
tunelu,0.8,0.5333,0.0,0.0
omezila,0.8,0.5333,0.0,0.0
Ones,0.8,0.5333,0.0,0.0
okamžité,0.8,0.5333,0.0,0.0
palbou,0.8,0.5333,0.0,0.0
Daphne,0.8,0.5333,0.0,0.0
ohromujícího,0.8,0.5333,0.0,0.0
pamětní,0.8,0.5333,0.0,0.0
Ohyby,0.8,0.5333,0.0,0.0
Ohbou,0.8,0.5333,0.0,0.0
milosti,0.8,0.5333,0.0,0.0
Clancyho,0.8,0.5333,0.0,0.0
"videohra,",0.8,0.5333,0.0,0.0
radioaktivity,0.8,0.5333,0.0,0.0
kapitalistka,0.8,0.5333,0.0,0.0
úředníka,0.8,0.5333,0.0,0.0
Afrického,0.8,0.5333,0.0,0.0
Bostonskou,0.8,0.5333,0.0,0.0
mýdlo,0.8,0.5333,0.0,0.0
Mandhana,0.8,0.5333,0.0,0.0
Smriti,0.8,0.5333,0.0,0.0
porušil,0.8,0.5333,0.0,0.0
zavřela,0.8,0.5333,0.0,0.0
jihozápadně,0.8,0.5333,0.0,0.0
Duvalla,0.8,0.5333,0.0,0.0
podléhající,0.8,0.5333,0.0,0.0
nahrazeny,0.8,0.5333,0.0,0.0
posuzoval,0.8,0.5333,0.0,0.0
Singerem,0.8,0.5333,0.0,0.0
Ibize,0.8,0.5333,0.0,0.0
římskokatolické,0.8,0.5333,0.0,0.0
původcem,0.8,0.5333,0.0,0.0
válečným,0.8,0.5333,0.0,0.0
jasně,0.8,0.5333,0.0,0.0
stoupá,0.8,0.5333,0.0,0.0
Mercurio,0.8,0.5333,0.0,0.0
muslimem,0.8,0.5333,0.0,0.0
Reccared,0.8,0.5333,0.0,0.0
Kendrickové,0.8,0.5333,0.0,0.0
úmluvu,0.8,0.5333,0.0,0.0
Androgeuse,0.8,0.5333,0.0,0.0
Studiová,0.8,0.5333,0.0,0.0
obilovin,0.8,0.5333,0.0,0.0
receptů,0.8,0.5333,0.0,0.0
podpisem,0.8,0.5333,0.0,0.0
mílí,0.8,0.5333,0.0,0.0
Chybějící,0.8,0.5333,0.0,0.0
mluvené,0.8,0.5333,0.0,0.0
NTSB,0.8,0.5333,0.0,0.0
Dooku,0.8,0.5333,0.0,0.0
moderátor,0.8,0.5333,0.0,0.0
Pynchonem,0.8,0.5333,0.0,0.0
Worldu,0.8,0.5333,0.0,0.0
Irákem,0.8,0.5333,0.0,0.0
přežívá,0.8,0.5333,0.0,0.0
telefonními,0.8,0.5333,0.0,0.0
kánoi,0.8,0.5333,0.0,0.0
rybáře,0.8,0.5333,0.0,0.0
Yeh,0.8,0.5333,0.0,0.0
kartograf,0.8,0.5333,0.0,0.0
Spearsovou,0.8,0.5333,0.0,0.0
střed,0.8,0.5333,0.0,0.0
Gadsdenovi,0.8,0.5333,0.0,0.0
herním,0.8,0.5333,0.0,0.0
evangelista,0.8,0.5333,0.0,0.0
financovaný,0.8,0.5333,0.0,0.0
bluesový,0.8,0.5333,0.0,0.0
zpochybňovali,0.8,0.5333,0.0,0.0
žvýkačky,0.8,0.5333,0.0,0.0
českého,0.8,0.5333,0.0,0.0
"forma,",0.8,0.5333,0.0,0.0
Houseman,0.8,0.5333,0.0,0.0
(1,0.8,0.5333,0.0,0.0
darebákem,0.8,0.5333,0.0,0.0
dalo,0.8,0.5333,0.0,0.0
hraných,0.8,0.5333,0.0,0.0
havranem,0.8,0.5333,0.0,0.0
demontoval,0.8,0.5333,0.0,0.0
emigrovaly,0.8,0.5333,0.0,0.0
Herskovitz,0.8,0.5333,0.0,0.0
domovském,0.8,0.5333,0.0,0.0
“královská,0.8,0.5333,0.0,0.0
bluesovou,0.8,0.5333,0.0,0.0
zakazující,0.8,0.5333,0.0,0.0
galaktické,0.8,0.5333,0.0,0.0
natáčeli,0.8,0.5333,0.0,0.0
Donatello,0.8,0.5333,0.0,0.0
mariánští,0.8,0.5333,0.0,0.0
galeriích,0.8,0.5333,0.0,0.0
pohostinnost,0.8,0.5333,0.0,0.0
Bredeweg,0.8,0.5333,0.0,0.0
ošklivé,0.8,0.5333,0.0,0.0
Carlock,0.8,0.5333,0.0,0.0
romanopisců,0.8,0.5333,0.0,0.0
kandidování,0.8,0.5333,0.0,0.0
instalatérka,0.8,0.5333,0.0,0.0
Olivere!,0.8,0.5333,0.0,0.0
"najati,",0.8,0.5333,0.0,0.0
Chudoba,0.8,0.5333,0.0,0.0
půda,0.8,0.5333,0.0,0.0
kódování,0.8,0.5333,0.0,0.0
Hoopera,0.8,0.5333,0.0,0.0
Ballem,0.8,0.5333,0.0,0.0
Foundations,0.8,0.5333,0.0,0.0
interracial,0.8,0.5333,0.0,0.0
Eos,0.8,0.5333,0.0,0.0
posloupnosti,0.8,0.5333,0.0,0.0
Severoameričanka,0.8,0.5333,0.0,0.0
domorodcem,0.8,0.5333,0.0,0.0
kupóny,0.8,0.5333,0.0,0.0
tety,0.8,0.5333,0.0,0.0
skautů,0.8,0.5333,0.0,0.0
superhrdinovou,0.8,0.5333,0.0,0.0
texaská,0.8,0.5333,0.0,0.0
„Trik,0.8,0.5333,0.0,0.0
"budově,",0.8,0.5333,0.0,0.0
argumentována,0.8,0.5333,0.0,0.0
zdokumentována,0.8,0.5333,0.0,0.0
Michelozzo,0.8,0.5333,0.0,0.0
republikánka,0.8,0.5333,0.0,0.0
maturitě,0.8,0.5333,0.0,0.0
Žraloci,0.8,0.5333,0.0,0.0
ohroženi,0.8,0.5333,0.0,0.0
zavřen,0.8,0.5333,0.0,0.0
melodii,0.8,0.5333,0.0,0.0
Wilfordem,0.8,0.5333,0.0,0.0
ztrátou,0.8,0.5333,0.0,0.0
nizozemského,0.8,0.5333,0.0,0.0
zvyky,0.8,0.5333,0.0,0.0
Scarface,0.8,0.5333,0.0,0.0
porostu,0.8,0.5333,0.0,0.0
"Batman,",0.8,0.5333,0.0,0.0
strojích,0.8,0.5333,0.0,0.0
