,productivity,utility,coverage,harmonic_mean
##enberg,0.6186,0.2853,0.0001,0.0003
1886,0.6203,0.287,0.0001,0.0003
monster,0.6264,0.2931,0.0001,0.0003
##duc,0.5714,0.2381,0.0001,0.0003
Semi,0.5447,0.2114,0.0001,0.0003
##vent,0.5322,0.1989,0.0001,0.0003
1924,0.5012,0.1679,0.0001,0.0003
##ktor,0.5159,0.1826,0.0001,0.0003
Full,0.4857,0.1524,0.0001,0.0003
##ezie,0.4685,0.1352,0.0001,0.0003
##ell,0.4591,0.1258,0.0001,0.0003
folk,0.4456,0.1123,0.0001,0.0003
Jacques,0.4691,0.1358,0.0001,0.0003
mm,0.4551,0.1217,0.0001,0.0003
Anatomy,0.4623,0.129,0.0001,0.0003
Kendall,0.4502,0.1169,0.0001,0.0003
MGM,0.4432,0.1099,0.0001,0.0003
Pace,0.4224,0.0891,0.0001,0.0003
##natural,1.0,0.6667,0.0001,0.0003
##bara,1.0,0.6667,0.0001,0.0003
##rkin,0.8142,0.4809,0.0001,0.0003
##rens,0.7959,0.4626,0.0001,0.0003
USC,0.7686,0.4352,0.0001,0.0003
Science,0.7377,0.4044,0.0001,0.0003
Clarence,0.6775,0.3442,0.0001,0.0003
Dall,0.7015,0.3682,0.0001,0.0003
##ein,0.6279,0.2945,0.0001,0.0003
RPG,0.5558,0.2224,0.0001,0.0003
Liu,0.5828,0.2495,0.0001,0.0003
slogan,0.556,0.2227,0.0001,0.0003
##liny,0.5553,0.2219,0.0001,0.0003
##uru,0.5275,0.1941,0.0001,0.0003
Ny,0.5225,0.1891,0.0001,0.0003
Lambert,0.5232,0.1899,0.0001,0.0003
Horace,0.4924,0.1591,0.0001,0.0003
##sig,0.51,0.1767,0.0001,0.0003
def,0.4958,0.1625,0.0001,0.0003
Emilia,0.486,0.1527,0.0001,0.0003
KGB,0.5065,0.1732,0.0001,0.0003
Vene,0.4839,0.1506,0.0001,0.0003
##pii,0.4596,0.1263,0.0001,0.0003
grafik,0.4546,0.1213,0.0001,0.0003
##gui,0.4722,0.1389,0.0001,0.0003
nastala,0.4191,0.0858,0.0001,0.0003
##ily,0.4507,0.1173,0.0001,0.0003
Timothy,1.0,0.6667,0.0001,0.0003
##nau,1.0,0.6667,0.0001,0.0003
Stock,0.9687,0.6354,0.0001,0.0003
##burger,0.8188,0.4855,0.0001,0.0003
sex,0.8067,0.4733,0.0001,0.0003
##ces,0.7359,0.4026,0.0001,0.0003
##gue,0.744,0.4106,0.0001,0.0003
Manuel,0.72,0.3866,0.0001,0.0003
Satan,0.6722,0.3389,0.0001,0.0003
##ylogenetic,0.661,0.3277,0.0001,0.0003
##gt,0.6924,0.359,0.0001,0.0003
Racing,0.6312,0.2979,0.0001,0.0003
soul,0.6329,0.2995,0.0001,0.0003
##ument,0.6074,0.2741,0.0001,0.0003
##ump,0.5813,0.248,0.0001,0.0003
Ernest,0.5434,0.2101,0.0001,0.0003
Bern,0.5488,0.2154,0.0001,0.0003
Alvin,0.527,0.1937,0.0001,0.0003
1919,0.5266,0.1933,0.0001,0.0003
Mongol,0.5147,0.1814,0.0001,0.0003
##teri,0.5099,0.1766,0.0001,0.0003
##eli,0.5301,0.1968,0.0001,0.0003
Ivy,0.4655,0.1322,0.0001,0.0003
Rings,0.4197,0.0864,0.0001,0.0003
Latin,0.405,0.0716,0.0001,0.0003
Bachelor,0.9875,0.6542,0.0001,0.0003
##bir,1.0,0.6667,0.0001,0.0003
##zaj,0.95,0.6167,0.0001,0.0003
##isan,1.0,0.6667,0.0001,0.0003
##mez,0.8505,0.5172,0.0001,0.0003
##nist,0.8001,0.4668,0.0001,0.0003
Bullock,0.7705,0.4372,0.0001,0.0003
##tros,0.6661,0.3328,0.0001,0.0003
##rky,0.6492,0.3159,0.0001,0.0003
Files,0.6433,0.3099,0.0001,0.0003
##ars,0.6328,0.2994,0.0001,0.0003
##viu,0.6412,0.3079,0.0001,0.0003
##dere,0.5897,0.2564,0.0001,0.0003
##rri,0.5476,0.2143,0.0001,0.0003
##juje,0.5546,0.2213,0.0001,0.0003
##ega,0.5286,0.1952,0.0001,0.0003
1788,0.5115,0.1782,0.0001,0.0003
1913,0.5417,0.2084,0.0001,0.0003
Films,0.5019,0.1686,0.0001,0.0003
is,0.5163,0.183,0.0001,0.0003
400,0.5453,0.2119,0.0001,0.0003
##rika,0.4905,0.1572,0.0001,0.0003
bol,0.487,0.1537,0.0001,0.0003
43,0.4893,0.156,0.0001,0.0003
Vogue,0.4823,0.1489,0.0001,0.0003
##rkve,0.4648,0.1314,0.0001,0.0003
##dela,0.4813,0.148,0.0001,0.0003
india,0.454,0.1207,0.0001,0.0003
Legend,0.4366,0.1033,0.0001,0.0003
##ten,0.4745,0.1412,0.0001,0.0003
##prave,0.428,0.0947,0.0001,0.0003
Darren,0.4434,0.1101,0.0001,0.0003
rychlost,0.4447,0.1114,0.0001,0.0003
75,0.4541,0.1208,0.0001,0.0003
Colbert,0.4372,0.1038,0.0001,0.0003
##ocha,0.8369,0.5036,0.0001,0.0003
Turk,0.8494,0.516,0.0001,0.0003
##rca,0.6951,0.3618,0.0001,0.0003
diploma,0.6905,0.3572,0.0001,0.0003
Justine,0.7092,0.3759,0.0001,0.0003
##rais,0.6472,0.3139,0.0001,0.0003
##vena,0.6491,0.3157,0.0001,0.0003
1932,0.651,0.3177,0.0001,0.0003
tol,0.6151,0.2818,0.0001,0.0003
##vina,0.5897,0.2563,0.0001,0.0003
Res,0.5815,0.2482,0.0001,0.0003
Bulls,0.5903,0.2569,0.0001,0.0003
Wimbledon,0.5536,0.2203,0.0001,0.0003
hur,0.5371,0.2038,0.0001,0.0003
Powers,0.5635,0.2302,0.0001,0.0003
mate,0.549,0.2157,0.0001,0.0003
zoo,0.5443,0.2109,0.0001,0.0003
Preston,0.4746,0.1413,0.0001,0.0003
norma,0.4461,0.1128,0.0001,0.0003
pokud,0.4457,0.1124,0.0001,0.0003
Mara,0.3958,0.0625,0.0001,0.0003
Jing,1.0,0.6667,0.0001,0.0002
Sia,1.0,0.6667,0.0001,0.0002
diplomatic,0.7682,0.4348,0.0001,0.0002
Rede,0.63,0.2966,0.0001,0.0002
##mption,0.63,0.2966,0.0001,0.0002
Sydney,0.6471,0.3138,0.0001,0.0002
komplex,0.6135,0.2801,0.0001,0.0002
pol,0.5897,0.2564,0.0001,0.0002
##uto,0.5904,0.2571,0.0001,0.0002
Piper,0.5675,0.2342,0.0001,0.0002
Comedy,0.5597,0.2264,0.0001,0.0002
That,0.562,0.2286,0.0001,0.0002
##nect,0.5417,0.2083,0.0001,0.0002
dodnes,0.5451,0.2117,0.0001,0.0002
##orie,0.5482,0.2149,0.0001,0.0002
Alberto,0.5094,0.1761,0.0001,0.0002
Mother,0.5669,0.2336,0.0001,0.0002
Holy,0.4925,0.1591,0.0001,0.0002
Whitney,0.4969,0.1636,0.0001,0.0002
##hv,0.4706,0.1372,0.0001,0.0002
##fere,0.4621,0.1287,0.0001,0.0002
1916,0.4846,0.1513,0.0001,0.0002
Bones,0.4341,0.1008,0.0001,0.0002
##quia,0.4353,0.1019,0.0001,0.0002
Murray,0.4151,0.0818,0.0001,0.0002
Hurt,0.4378,0.1044,0.0001,0.0002
##hav,0.9482,0.6149,0.0001,0.0002
Penny,0.9251,0.5917,0.0001,0.0002
##rly,0.8068,0.4735,0.0001,0.0002
1890,0.7728,0.4395,0.0001,0.0002
##zany,0.6682,0.3349,0.0001,0.0002
Que,0.6662,0.3328,0.0001,0.0002
music,0.6014,0.2681,0.0001,0.0002
pilote,0.6089,0.2755,0.0001,0.0002
pus,0.5812,0.2478,0.0001,0.0002
##sny,0.5703,0.2369,0.0001,0.0002
zbyt,0.5773,0.2439,0.0001,0.0002
##inne,0.5909,0.2576,0.0001,0.0002
1860,0.5486,0.2153,0.0001,0.0002
##sno,0.5368,0.2034,0.0001,0.0002
magna,0.5569,0.2236,0.0001,0.0002
##uri,0.508,0.1746,0.0001,0.0002
85,0.4991,0.1658,0.0001,0.0002
170,0.4959,0.1626,0.0001,0.0002
Mildred,0.4914,0.1581,0.0001,0.0002
dato,0.5186,0.1853,0.0001,0.0002
##ag,0.4682,0.1349,0.0001,0.0002
Wii,0.5069,0.1736,0.0001,0.0002
Wife,0.4705,0.1371,0.0001,0.0002
Nees,0.4599,0.1266,0.0001,0.0002
##eso,0.4397,0.1064,0.0001,0.0002
ATP,0.4286,0.0953,0.0001,0.0002
250,0.4413,0.108,0.0001,0.0002
Maryland,0.4017,0.0683,0.0001,0.0002
##zon,0.3953,0.062,0.0001,0.0002
##rgan,0.8675,0.5342,0.0001,0.0002
##bali,0.8944,0.561,0.0001,0.0002
##eren,0.7656,0.4323,0.0001,0.0002
Kirsten,0.7689,0.4356,0.0001,0.0002
Ruggiero,0.7354,0.402,0.0001,0.0002
Saul,0.6858,0.3525,0.0001,0.0002
##ogie,0.6744,0.3411,0.0001,0.0002
Design,0.6221,0.2888,0.0001,0.0002
##bar,0.6175,0.2841,0.0001,0.0002
Done,0.6214,0.2881,0.0001,0.0002
Wes,0.5814,0.2481,0.0001,0.0002
Eyes,0.5662,0.2328,0.0001,0.0002
##ash,0.611,0.2777,0.0001,0.0002
amb,0.563,0.2296,0.0001,0.0002
##vor,0.5552,0.2218,0.0001,0.0002
##uku,0.5903,0.257,0.0001,0.0002
+,0.5744,0.2411,0.0001,0.0002
Austin,0.5357,0.2023,0.0001,0.0002
##riz,0.5496,0.2163,0.0001,0.0002
Solanum,0.5685,0.2352,0.0001,0.0002
App,0.5071,0.1737,0.0001,0.0002
120,0.5003,0.1669,0.0001,0.0002
Danger,0.4988,0.1655,0.0001,0.0002
Coppa,0.5047,0.1714,0.0001,0.0002
Italia,0.5047,0.1714,0.0001,0.0002
single,0.4853,0.152,0.0001,0.0002
36,0.4618,0.1285,0.0001,0.0002
bat,0.4843,0.1509,0.0001,0.0002
Holiday,0.47,0.1367,0.0001,0.0002
Two,0.468,0.1346,0.0001,0.0002
Amadeus,0.4422,0.1089,0.0001,0.0002
##rchy,0.4357,0.1024,0.0001,0.0002
##fic,0.4558,0.1225,0.0001,0.0002
##mortal,0.4577,0.1243,0.0001,0.0002
rodu,0.4411,0.1078,0.0001,0.0002
1899,0.4848,0.1514,0.0001,0.0002
1701,0.4328,0.0994,0.0001,0.0002
767,0.4713,0.138,0.0001,0.0002
##eur,1.0,0.6667,0.0001,0.0002
Gandhi,0.9241,0.5908,0.0001,0.0002
liberal,0.7706,0.4373,0.0001,0.0002
##cioni,0.744,0.4107,0.0001,0.0002
kam,0.6523,0.3189,0.0001,0.0002
Baseball,0.6581,0.3247,0.0001,0.0002
zava,0.5559,0.2226,0.0001,0.0002
Fortress,0.5597,0.2264,0.0001,0.0002
Chip,0.5617,0.2284,0.0001,0.0002
##reo,0.5557,0.2223,0.0001,0.0002
##udd,0.5492,0.2158,0.0001,0.0002
dek,0.5295,0.1962,0.0001,0.0002
letu,0.5136,0.1803,0.0001,0.0002
Most,0.4893,0.156,0.0001,0.0002
Everything,0.4748,0.1415,0.0001,0.0002
##ion,0.4693,0.1359,0.0001,0.0002
Veronica,0.5086,0.1753,0.0001,0.0002
Finals,0.4755,0.1421,0.0001,0.0002
##rost,0.4751,0.1418,0.0001,0.0002
##lete,0.4304,0.0971,0.0001,0.0002
##smen,0.4543,0.121,0.0001,0.0002
##buje,0.4248,0.0915,0.0001,0.0002
##run,0.4149,0.0816,0.0001,0.0002
song,1.0,0.6667,0.0001,0.0002
Chat,0.9409,0.6075,0.0001,0.0002
Asteroid,0.8816,0.5483,0.0001,0.0002
##non,0.8281,0.4948,0.0001,0.0002
##nere,0.739,0.4057,0.0001,0.0002
kas,0.7023,0.3689,0.0001,0.0002
##tria,0.6812,0.3479,0.0001,0.0002
pari,0.6998,0.3665,0.0001,0.0002
Benedict,0.587,0.2536,0.0001,0.0002
##oni,0.5745,0.2411,0.0001,0.0002
##ruk,0.5737,0.2404,0.0001,0.0002
odd,0.5667,0.2333,0.0001,0.0002
##spring,0.6174,0.2841,0.0001,0.0002
Praze,0.5409,0.2075,0.0001,0.0002
##mio,0.5317,0.1983,0.0001,0.0002
SE,0.5225,0.1891,0.0001,0.0002
##spor,0.4944,0.1611,0.0001,0.0002
Virginia,0.4854,0.152,0.0001,0.0002
##jwa,0.5073,0.1739,0.0001,0.0002
##ml,0.4759,0.1426,0.0001,0.0002
##zn,0.4928,0.1594,0.0001,0.0002
Volkswagen,0.4576,0.1243,0.0001,0.0002
1922,0.4458,0.1124,0.0001,0.0002
Anny,0.4496,0.1162,0.0001,0.0002
204,0.4367,0.1034,0.0001,0.0002
jan,0.4927,0.1593,0.0001,0.0002
##ees,0.4174,0.084,0.0001,0.0002
##vita,0.4087,0.0753,0.0001,0.0002
bro,1.0,0.6667,0.0001,0.0002
##lger,1.0,0.6667,0.0001,0.0002
Breakfast,0.7772,0.4439,0.0001,0.0002
Sous,0.7651,0.4318,0.0001,0.0002
Impossible,0.7077,0.3744,0.0001,0.0002
bodem,0.689,0.3557,0.0001,0.0002
Bron,0.5968,0.2634,0.0001,0.0002
##doni,0.5917,0.2584,0.0001,0.0002
western,0.5805,0.2471,0.0001,0.0002
##lektor,0.583,0.2496,0.0001,0.0002
Milk,0.5537,0.2203,0.0001,0.0002
typu,0.5312,0.1979,0.0001,0.0002
##cista,0.5515,0.2182,0.0001,0.0002
##ryl,0.5176,0.1843,0.0001,0.0002
Law,0.544,0.2107,0.0001,0.0002
Eu,0.5242,0.1909,0.0001,0.0002
##grass,0.4775,0.1442,0.0001,0.0002
obci,0.4772,0.1439,0.0001,0.0002
ministers,0.494,0.1607,0.0001,0.0002
Cody,0.4748,0.1415,0.0001,0.0002
Gustav,0.5108,0.1775,0.0001,0.0002
##ovina,0.4632,0.1298,0.0001,0.0002
Jong,0.4437,0.1104,0.0001,0.0002
Jana,0.4808,0.1475,0.0001,0.0002
Gan,0.467,0.1337,0.0001,0.0002
##kari,0.4724,0.1391,0.0001,0.0002
Century,0.4189,0.0856,0.0001,0.0002
Tian,1.0,0.6667,0.0001,0.0002
##tade,0.8377,0.5044,0.0001,0.0002
Sullivan,0.8093,0.476,0.0001,0.0002
Pak,0.7542,0.4209,0.0001,0.0002
situa,0.695,0.3617,0.0001,0.0002
Lux,0.6863,0.353,0.0001,0.0002
##vsky,0.7197,0.3864,0.0001,0.0002
Gama,0.7115,0.3781,0.0001,0.0002
misi,0.6613,0.328,0.0001,0.0002
Asia,0.6938,0.3605,0.0001,0.0002
fund,0.6162,0.2828,0.0001,0.0002
Horn,0.5879,0.2546,0.0001,0.0002
tlak,0.5778,0.2445,0.0001,0.0002
##sca,0.6228,0.2895,0.0001,0.0002
##sia,0.5324,0.1991,0.0001,0.0002
Nightmare,0.5121,0.1787,0.0001,0.0002
Noble,0.506,0.1727,0.0001,0.0002
##rono,0.5029,0.1695,0.0001,0.0002
##resu,0.4996,0.1663,0.0001,0.0002
##ache,0.4926,0.1593,0.0001,0.0002
God,0.481,0.1477,0.0001,0.0002
Michel,0.4811,0.1478,0.0001,0.0002
Basketball,0.4662,0.1329,0.0001,0.0002
##bet,0.4628,0.1294,0.0001,0.0002
##cile,0.4629,0.1296,0.0001,0.0002
##rda,0.471,0.1377,0.0001,0.0002
##elem,0.4378,0.1044,0.0001,0.0002
stoji,0.4368,0.1035,0.0001,0.0002
Petro,0.4258,0.0925,0.0001,0.0002
extra,0.4166,0.0833,0.0001,0.0002
norsk,0.4391,0.1058,0.0001,0.0002
Watkins,1.0,0.6667,0.0001,0.0002
##baum,1.0,0.6667,0.0001,0.0002
##unn,0.9333,0.6,0.0001,0.0002
##anne,0.8597,0.5263,0.0001,0.0002
Laurie,0.8311,0.4977,0.0001,0.0002
Pola,0.8218,0.4885,0.0001,0.0002
kritike,0.8033,0.47,0.0001,0.0002
##dkem,0.787,0.4537,0.0001,0.0002
Element,0.7656,0.4323,0.0001,0.0002
studii,0.745,0.4117,0.0001,0.0002
Wise,0.7279,0.3945,0.0001,0.0002
Step,0.7668,0.4335,0.0001,0.0002
gala,0.7324,0.3991,0.0001,0.0002
Firefox,0.7045,0.3712,0.0001,0.0002
absolut,0.711,0.3776,0.0001,0.0002
AI,0.6452,0.3118,0.0001,0.0002
Nathan,0.6481,0.3147,0.0001,0.0002
##omi,0.6228,0.2894,0.0001,0.0002
##ray,0.6044,0.2711,0.0001,0.0002
##bija,0.6133,0.2799,0.0001,0.0002
Marsh,0.5964,0.2631,0.0001,0.0002
##voli,0.5211,0.1878,0.0001,0.0002
##voval,0.5566,0.2233,0.0001,0.0002
##dors,0.6183,0.2849,0.0001,0.0002
Survivor,0.5066,0.1733,0.0001,0.0002
87,0.5117,0.1784,0.0001,0.0002
EMI,0.5069,0.1735,0.0001,0.0002
##sek,0.5181,0.1847,0.0001,0.0002
##tta,0.4826,0.1492,0.0001,0.0002
Lock,0.4831,0.1497,0.0001,0.0002
Image,0.4732,0.1399,0.0001,0.0002
##rian,0.483,0.1496,0.0001,0.0002
Ash,0.4845,0.1511,0.0001,0.0002
##abad,0.4771,0.1438,0.0001,0.0002
Islam,0.4771,0.1438,0.0001,0.0002
##ffin,0.4771,0.1438,0.0001,0.0002
##zea,0.4756,0.1422,0.0001,0.0002
Castle,0.4542,0.1208,0.0001,0.0002
##lines,0.4996,0.1663,0.0001,0.0002
##voda,0.4297,0.0964,0.0001,0.0002
##inou,0.4165,0.0832,0.0001,0.0002
MC,0.9089,0.5755,0.0001,0.0002
##wat,0.7569,0.4236,0.0001,0.0002
play,0.7508,0.4175,0.0001,0.0002
##tto,0.7305,0.3972,0.0001,0.0002
vej,0.6388,0.3055,0.0001,0.0002
##dru,0.6504,0.3171,0.0001,0.0002
navi,0.6133,0.28,0.0001,0.0002
Tiffany,0.622,0.2887,0.0001,0.0002
##heimer,0.6004,0.2671,0.0001,0.0002
##5,0.5956,0.2623,0.0001,0.0002
1700,0.6283,0.295,0.0001,0.0002
para,0.6526,0.3192,0.0001,0.0002
Moonlight,0.597,0.2637,0.0001,0.0002
Shin,0.5811,0.2477,0.0001,0.0002
McDonnell,0.5757,0.2424,0.0001,0.0002
##zate,0.5565,0.2231,0.0001,0.0002
Selle,0.5472,0.2139,0.0001,0.0002
##pravu,0.549,0.2157,0.0001,0.0002
Memorial,0.5299,0.1965,0.0001,0.0002
posto,0.5165,0.1831,0.0001,0.0002
Castro,0.5198,0.1865,0.0001,0.0002
Fins,0.5204,0.1871,0.0001,0.0002
Salt,0.5288,0.1955,0.0001,0.0002
1775,0.5411,0.2077,0.0001,0.0002
Akademii,0.5072,0.1739,0.0001,0.0002
##vig,0.5253,0.192,0.0001,0.0002
##ast,0.5084,0.1751,0.0001,0.0002
##gar,0.4862,0.1529,0.0001,0.0002
bili,0.5106,0.1773,0.0001,0.0002
Moe,0.5044,0.171,0.0001,0.0002
Sidney,0.4905,0.1572,0.0001,0.0002
##vest,0.4633,0.13,0.0001,0.0002
tab,0.4198,0.0865,0.0001,0.0002
Champ,1.0,0.6667,0.0001,0.0002
Cheyenne,1.0,0.6667,0.0001,0.0002
Helge,1.0,0.6667,0.0001,0.0002
Soldier,1.0,0.6667,0.0001,0.0002
Cela,0.8746,0.5412,0.0001,0.0002
gang,0.8359,0.5025,0.0001,0.0002
##aco,0.8766,0.5433,0.0001,0.0002
Yu,0.7698,0.4365,0.0001,0.0002
Elise,0.7566,0.4233,0.0001,0.0002
Stuart,0.7271,0.3938,0.0001,0.0002
fra,0.6209,0.2875,0.0001,0.0002
Tata,0.6144,0.2811,0.0001,0.0002
##risto,0.6218,0.2885,0.0001,0.0002
Fall,0.573,0.2397,0.0001,0.0002
ane,0.6109,0.2776,0.0001,0.0002
Jade,0.5955,0.2621,0.0001,0.0002
##obu,0.5353,0.2019,0.0001,0.0002
##cus,0.5546,0.2212,0.0001,0.0002
##zie,0.4963,0.163,0.0001,0.0002
##zony,0.4947,0.1614,0.0001,0.0002
Studio,0.4884,0.1551,0.0001,0.0002
firm,0.4861,0.1528,0.0001,0.0002
##fiti,0.4998,0.1665,0.0001,0.0002
##tins,0.5004,0.1671,0.0001,0.0002
boku,0.4596,0.1263,0.0001,0.0002
Leta,0.4772,0.1439,0.0001,0.0002
Lifetime,0.4523,0.119,0.0001,0.0002
##film,0.4521,0.1188,0.0001,0.0002
56,0.4592,0.1259,0.0001,0.0002
koncem,0.455,0.1216,0.0001,0.0002
##fest,0.506,0.1727,0.0001,0.0002
Ill,0.4331,0.0998,0.0001,0.0002
playoffs,0.4286,0.0953,0.0001,0.0002
Sister,0.4192,0.0858,0.0001,0.0002
##onik,0.4354,0.102,0.0001,0.0002
socialista,0.4319,0.0986,0.0001,0.0002
WCW,0.4191,0.0857,0.0001,0.0002
##coa,0.416,0.0827,0.0001,0.0002
leto,0.3858,0.0525,0.0001,0.0002
Clement,1.0,0.6667,0.0001,0.0002
Sage,1.0,0.6667,0.0001,0.0002
jednotka,0.8878,0.5545,0.0001,0.0002
Mission,0.6914,0.3581,0.0001,0.0002
global,0.6497,0.3164,0.0001,0.0002
AM,0.6289,0.2956,0.0001,0.0002
Spice,0.6172,0.2838,0.0001,0.0002
##zas,0.6115,0.2782,0.0001,0.0002
polsk,0.6163,0.2829,0.0001,0.0002
##fat,0.5854,0.252,0.0001,0.0002
##ake,0.5445,0.2112,0.0001,0.0002
mix,0.5479,0.2145,0.0001,0.0002
##iu,0.5519,0.2186,0.0001,0.0002
787,0.5432,0.2099,0.0001,0.0002
Books,0.5943,0.2609,0.0001,0.0002
Ultra,0.54,0.2067,0.0001,0.0002
##fit,0.5492,0.2158,0.0001,0.0002
##pada,0.5175,0.1842,0.0001,0.0002
ten,0.4845,0.1512,0.0001,0.0002
end,0.4723,0.1389,0.0001,0.0002
##dnost,0.4655,0.1322,0.0001,0.0002
VII,0.4286,0.0952,0.0001,0.0002
##less,0.4252,0.0919,0.0001,0.0002
regi,0.4323,0.0989,0.0001,0.0002
taba,0.3871,0.0538,0.0001,0.0002
Fuji,1.0,0.6667,0.0001,0.0002
##low,0.8767,0.5434,0.0001,0.0002
Destiny,0.8928,0.5594,0.0001,0.0002
finance,0.8656,0.5323,0.0001,0.0002
##itan,0.8939,0.5606,0.0001,0.0002
Ferrer,0.7987,0.4654,0.0001,0.0002
jo,0.7124,0.3791,0.0001,0.0002
Strip,0.6864,0.3531,0.0001,0.0002
ulici,0.648,0.3146,0.0001,0.0002
Arts,0.6814,0.3481,0.0001,0.0002
Rocks,0.6171,0.2837,0.0001,0.0002
argent,0.62,0.2867,0.0001,0.0002
domy,0.5547,0.2214,0.0001,0.0002
Betty,0.5458,0.2124,0.0001,0.0002
Bourbon,0.5198,0.1865,0.0001,0.0002
Clash,0.5113,0.178,0.0001,0.0002
##lini,0.4957,0.1624,0.0001,0.0002
Trip,0.5209,0.1875,0.0001,0.0002
Fontaine,0.5209,0.1875,0.0001,0.0002
formou,0.521,0.1876,0.0001,0.0002
##stavy,0.5136,0.1803,0.0001,0.0002
administrativ,0.4898,0.1565,0.0001,0.0002
67,0.4971,0.1638,0.0001,0.0002
autobus,0.4777,0.1443,0.0001,0.0002
##fu,0.4991,0.1657,0.0001,0.0002
##eros,0.5027,0.1694,0.0001,0.0002
1925,0.5154,0.1821,0.0001,0.0002
##zig,0.4407,0.1074,0.0001,0.0002
Darius,1.0,0.6667,0.0001,0.0002
Chong,1.0,0.6667,0.0001,0.0002
##yler,0.9889,0.6556,0.0001,0.0002
Hammer,0.9338,0.6004,0.0001,0.0002
##idd,0.8921,0.5588,0.0001,0.0002
##anii,0.7732,0.4398,0.0001,0.0002
Everest,0.7548,0.4214,0.0001,0.0002
##bst,0.752,0.4186,0.0001,0.0002
##idi,0.7372,0.4038,0.0001,0.0002
bor,0.7295,0.3962,0.0001,0.0002
Country,0.7002,0.3669,0.0001,0.0002
##horn,0.6746,0.3413,0.0001,0.0002
##teka,0.6105,0.2772,0.0001,0.0002
Tie,0.6556,0.3222,0.0001,0.0002
Om,0.5689,0.2356,0.0001,0.0002
Mack,0.5663,0.233,0.0001,0.0002
Masters,0.5422,0.2089,0.0001,0.0002
##hauer,0.5258,0.1924,0.0001,0.0002
Alter,0.5094,0.176,0.0001,0.0002
dopravy,0.5298,0.1964,0.0001,0.0002
profesor,0.5212,0.1879,0.0001,0.0002
Mani,0.5189,0.1856,0.0001,0.0002
57,0.4829,0.1495,0.0001,0.0002
dias,0.4816,0.1483,0.0001,0.0002
##borough,0.4842,0.1509,0.0001,0.0002
61,0.5198,0.1865,0.0001,0.0002
##stvo,0.4577,0.1243,0.0001,0.0002
Rady,0.4661,0.1328,0.0001,0.0002
##lts,0.4225,0.0891,0.0001,0.0002
##nana,0.4797,0.1463,0.0001,0.0002
Ashton,0.4691,0.1358,0.0001,0.0002
Larson,0.3899,0.0566,0.0001,0.0002
Sung,1.0,0.6667,0.0001,0.0002
Gupta,1.0,0.6667,0.0001,0.0002
##sar,1.0,0.6667,0.0001,0.0002
Judge,0.9775,0.6442,0.0001,0.0002
##ahu,0.8633,0.53,0.0001,0.0002
Astro,0.8148,0.4814,0.0001,0.0002
trio,0.631,0.2976,0.0001,0.0002
Hyderabad,0.6172,0.2838,0.0001,0.0002
##oar,0.6508,0.3174,0.0001,0.0002
1861,0.6393,0.306,0.0001,0.0002
hybrid,0.6407,0.3073,0.0001,0.0002
##rry,0.6236,0.2903,0.0001,0.0002
Cecil,0.5821,0.2488,0.0001,0.0002
##tera,0.6127,0.2793,0.0001,0.0002
alias,0.5519,0.2185,0.0001,0.0002
##ull,0.5746,0.2413,0.0001,0.0002
##TO,0.5715,0.2382,0.0001,0.0002
Indy,0.5189,0.1856,0.0001,0.0002
Nest,0.5048,0.1714,0.0001,0.0002
pal,0.5063,0.173,0.0001,0.0002
##ws,0.4945,0.1612,0.0001,0.0002
##kso,0.5098,0.1765,0.0001,0.0002
Dessa,0.5313,0.198,0.0001,0.0002
Freak,0.4823,0.149,0.0001,0.0002
1813,0.5141,0.1808,0.0001,0.0002
##tip,0.438,0.1047,0.0001,0.0002
Anything,0.4586,0.1253,0.0001,0.0002
Zimbabwe,0.4336,0.1003,0.0001,0.0002
Ans,0.4007,0.0674,0.0001,0.0002
roda,0.3985,0.0652,0.0001,0.0002
##ima,1.0,0.6667,0.0001,0.0002
Wagner,0.8714,0.5381,0.0001,0.0002
nest,0.8958,0.5625,0.0001,0.0002
Lai,0.8682,0.5349,0.0001,0.0002
publikum,0.7869,0.4535,0.0001,0.0002
##lod,0.8004,0.4671,0.0001,0.0002
Premi,0.7281,0.3948,0.0001,0.0002
##nty,0.6983,0.365,0.0001,0.0002
##bur,0.6379,0.3046,0.0001,0.0002
##ock,0.6379,0.3046,0.0001,0.0002
Head,0.6547,0.3213,0.0001,0.0002
##tador,0.5996,0.2663,0.0001,0.0002
##ac,0.5776,0.2443,0.0001,0.0002
##maz,0.5592,0.2259,0.0001,0.0002
Mouse,0.5525,0.2192,0.0001,0.0002
Mont,0.5631,0.2298,0.0001,0.0002
Mot,0.5421,0.2087,0.0001,0.0002
##ess,0.571,0.2376,0.0001,0.0002
##ategi,0.5341,0.2008,0.0001,0.0002
##utu,0.5579,0.2246,0.0001,0.0002
##tine,0.5254,0.1921,0.0001,0.0002
Sophia,0.5386,0.2053,0.0001,0.0002
list,0.5163,0.183,0.0001,0.0002
cita,0.5146,0.1813,0.0001,0.0002
##int,0.5198,0.1865,0.0001,0.0002
##rec,0.4753,0.1419,0.0001,0.0002
Thing,0.5349,0.2016,0.0001,0.0002
Morten,0.4621,0.1288,0.0001,0.0002
hero,0.4577,0.1243,0.0001,0.0002
Hum,0.4356,0.1023,0.0001,0.0002
p,0.4376,0.1043,0.0001,0.0002
nama,0.4515,0.1181,0.0001,0.0002
